"","X","Year","Player","Age","G","GS","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Improvement","NextSeasonChange","PG","SG","SF","C","LAL","PHO","TOT","DAL","IND","HOU","CHI","ORL","POR","PHI","NJN","UTA","DET","BOS","ATL","GSW","NYK","DEN","MIN","CHA","LAC","SDC","SEA","NOH","NOP","BRK","CLE","CHH","MIA","MIL","SAS","TOR","WAS","OKC","SAC","MEM","WSB","KCK","VAN","NOK"
"15222",15221,2001,"Brevin Knight",25,53,43,27.5,12.5,0.416,0.178,0.018,0.112,0.064,0.337,0.036,0.002,0.185,0.151,0,1.6,1.6,0.054,-1.8,0.8,-1,0.4,2.6,7,0.375,0,0.2,0.1,2.6,6.8,0.382,0.376,1,1.2,0.818,0.4,2.7,3.2,5.9,1.9,0.1,1.7,2.9,6.3,-0.32258064516129,0.111111111111111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15758",15757,2002,"Brevin Knight",26,53,11,21.7,14.9,0.482,0.344,0.011,0.095,0.053,0.439,0.036,0.004,0.224,0.196,0.2,1.2,1.4,0.058,-2.1,-1.2,-3.3,-0.4,2.7,6.3,0.422,0,0.2,0.25,2.6,6.2,0.426,0.425,1.6,2.2,0.757,0.2,1.8,2.1,5.7,1.5,0.1,2.1,2.5,7,0.111111111111111,-0.442857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16247",16246,2003,"Brevin Knight",27,55,4,16.9,11.2,0.442,0.162,0.018,0.079,0.049,0.38,0.039,0.001,0.278,0.164,-0.5,0.7,0.2,0.008,-3.3,-1.3,-4.6,-0.6,1.8,4.1,0.425,0,0.1,0.25,1.7,4,0.432,0.43,0.4,0.7,0.541,0.3,1.2,1.5,4.2,1.3,0,1.7,2.2,3.9,-0.442857142857143,0.205128205128205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16777",16776,2004,"Brevin Knight",28,56,13,18.5,13.6,0.475,0.264,0.015,0.108,0.061,0.317,0.042,0.001,0.208,0.149,0.5,1.2,1.7,0.078,-1.7,0.3,-1.4,0.2,1.9,4.4,0.427,0,0.1,0.25,1.8,4.2,0.433,0.431,0.9,1.2,0.754,0.2,1.8,2,3.6,1.5,0,1.3,1.9,4.7,0.205128205128205,1.14893617021277,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17376",17375,2005,"Brevin Knight",29,66,61,29.5,18,0.495,0.334,0.012,0.093,0.05,0.493,0.035,0.002,0.179,0.187,2.6,1.9,4.5,0.11,0.8,-1.4,-0.7,0.7,3.8,8.9,0.422,0,0.3,0.15,3.7,8.6,0.432,0.425,2.5,3,0.852,0.3,2.3,2.6,9,2,0.1,2.2,2.9,10.1,1.14893617021277,0.247524752475248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17949",17948,2006,"Brevin Knight",30,69,67,34.1,17.3,0.478,0.407,0.016,0.099,0.055,0.423,0.034,0.001,0.153,0.203,2.5,2.5,4.9,0.101,0.4,-0.2,0.2,1.3,4.5,11.2,0.399,0,0.2,0.231,4.4,11,0.402,0.401,3.7,4.6,0.803,0.5,2.7,3.2,8.8,2.3,0.1,2.4,2.9,12.6,0.247524752475248,-0.277777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18499",18498,2007,"Brevin Knight",31,45,25,28.3,14.3,0.487,0.353,0.013,0.097,0.053,0.375,0.027,0.002,0.185,0.184,0.7,1.1,1.8,0.07,-1.3,-1,-2.4,-0.1,3.4,8.1,0.419,0,0.4,0.056,3.4,7.7,0.438,0.42,2.3,2.8,0.805,0.3,2.2,2.6,6.6,1.5,0.1,2.1,2.5,9.1,-0.277777777777778,-0.494505494505495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19061",19060,2008,"Brevin Knight",32,74,39,22.6,11.4,0.453,0.208,0.01,0.088,0.049,0.311,0.031,0.005,0.16,0.122,0.5,1.6,2.1,0.06,-3,-0.1,-3,-0.4,1.9,4.6,0.404,0,0.1,0,1.9,4.5,0.411,0.404,0.8,1,0.873,0.2,1.7,1.9,4.4,1.4,0.1,1,2.2,4.6,-0.494505494505495,-0.478260869565217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17773",17772,2006,"Brian Cook",25,81,46,19,15.6,0.578,0.198,0.068,0.142,0.105,0.083,0.013,0.016,0.099,0.183,3,1.5,4.5,0.142,0.1,-0.8,-0.7,0.5,3.2,6.3,0.511,0.4,1,0.429,2.8,5.3,0.527,0.546,1,1.2,0.832,1.1,2.3,3.4,0.9,0.5,0.4,0.8,2.5,7.9,0.234375,-0.126582278481013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18323",18322,2007,"Brian Cook",26,65,24,15.7,14.8,0.525,0.115,0.071,0.176,0.124,0.108,0.013,0.02,0.106,0.212,0.9,0.8,1.8,0.083,-0.6,-1.3,-1.9,0,2.8,6.3,0.453,0.7,1.8,0.4,2.1,4.5,0.474,0.51,0.5,0.7,0.723,0.9,2.4,3.3,1,0.4,0.4,0.8,2.1,6.9,-0.126582278481013,-0.318840579710145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15146",15145,2001,"Brian Grant",28,82,79,33.8,17.5,0.536,0.35,0.093,0.215,0.154,0.072,0.012,0.02,0.127,0.234,3.7,5,8.7,0.151,-1.2,1,-0.2,1.2,5.9,12.3,0.479,0,0,0,5.9,12.3,0.48,0.479,3.4,4.3,0.797,2.6,6.1,8.8,1.2,0.7,0.9,2.1,3.6,15.2,1.08219178082192,-0.388157894736842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"22725",22724,2014,"Brian Roberts",28,72,42,23.2,13.4,0.529,0.229,0.012,0.084,0.047,0.221,0.013,0.004,0.129,0.2,2,0.2,2.2,0.063,0.3,-3.2,-2.9,-0.4,3.4,8.1,0.42,0.9,2.5,0.36,2.5,5.6,0.447,0.475,1.7,1.8,0.94,0.2,1.7,1.9,3.2,0.6,0.1,1.3,1.8,9.4,0.323943661971831,-0.287234042553192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23361",23360,2015,"Brian Roberts",29,72,10,18.5,11.7,0.495,0.164,0.01,0.082,0.045,0.203,0.013,0.004,0.105,0.186,0.6,1.2,1.8,0.064,-0.8,-1.7,-2.5,-0.2,2.4,6.3,0.389,0.9,2.7,0.321,1.6,3.6,0.44,0.458,0.9,1,0.892,0.2,1.3,1.5,2.2,0.5,0.1,0.8,1,6.7,-0.287234042553192,-0.402985074626866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23967",23966,2016,"Brian Roberts",30,51,0,9.2,13.8,0.552,0.285,0.014,0.082,0.048,0.186,0.011,0.003,0.11,0.198,0.7,0.3,1,0.105,-1.1,-2.8,-3.9,-0.2,1.5,3.2,0.448,0.3,0.8,0.357,1.2,2.4,0.48,0.494,0.8,0.9,0.894,0.1,0.7,0.8,1.1,0.2,0,0.5,0.7,4,-0.402985074626866,-0.125,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16953",16952,2004,"Brian Scalabrine",25,69,2,13.4,9.5,0.482,0.321,0.054,0.166,0.11,0.113,0.012,0.012,0.144,0.147,0.3,1.4,1.7,0.089,-3.6,0.4,-3.2,-0.3,1.2,3.2,0.394,0.1,0.6,0.244,1.1,2.6,0.429,0.417,0.8,1,0.829,0.6,1.9,2.5,0.9,0.3,0.2,0.6,1.6,3.5,0.129032258064516,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17535",17534,2005,"Brian Scalabrine",26,54,14,21.6,11,0.468,0.208,0.084,0.168,0.126,0.13,0.016,0.013,0.154,0.172,-0.2,1.6,1.4,0.058,-2.8,1.1,-1.7,0.1,2.4,6.1,0.398,0.4,1.3,0.324,2,4.9,0.417,0.431,1,1.3,0.768,1.5,3,4.5,1.6,0.6,0.3,1.2,2.1,6.3,0.8,-0.53968253968254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18104",18103,2006,"Brian Scalabrine",27,71,1,13.2,5.9,0.491,0.187,0.036,0.11,0.074,0.082,0.012,0.015,0.193,0.127,-0.4,0.7,0.3,0.015,-3.3,-0.4,-3.7,-0.4,1,2.7,0.383,0.4,1.2,0.356,0.6,1.5,0.406,0.464,0.4,0.5,0.722,0.4,1.2,1.6,0.7,0.3,0.3,0.7,1.8,2.9,-0.53968253968254,0.379310344827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18644",18643,2007,"Brian Scalabrine",28,54,17,19,6.6,0.537,0.12,0.027,0.097,0.061,0.089,0.012,0.014,0.18,0.108,0.2,0.7,0.9,0.043,-1.8,0.1,-1.7,0.1,1.4,3.5,0.403,0.8,2,0.4,0.6,1.5,0.407,0.518,0.3,0.4,0.783,0.4,1.5,1.9,1.1,0.4,0.3,0.8,2.4,4,0.379310344827586,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10824",10823,1992,"Brian Shaw",25,63,26,22.6,12.3,0.448,0.177,0.039,0.119,0.08,0.251,0.02,0.009,0.152,0.194,-0.2,1.2,1,0.034,-2,-0.1,-2,0,3.3,8.1,0.407,0.1,0.4,0.217,3.2,7.8,0.416,0.412,1.1,1.4,0.791,0.8,2.4,3.2,4,0.9,0.3,1.6,1.8,7.9,-0.427536231884058,-0.0759493670886077,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11268",11267,1993,"Brian Shaw",26,68,45,23.6,11.3,0.465,0.156,0.049,0.137,0.092,0.223,0.015,0.008,0.152,0.171,0.4,1.4,1.8,0.054,-0.9,0.2,-0.7,0.5,2.9,7.4,0.393,0.6,1.9,0.331,2.3,5.5,0.415,0.436,0.9,1.1,0.782,1,2.8,3.8,3.5,0.7,0.3,1.4,2.4,7.3,-0.0759493670886077,0.232876712328767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"11755",11754,1994,"Brian Shaw",27,77,52,26.5,13.4,0.491,0.133,0.058,0.137,0.097,0.282,0.018,0.007,0.197,0.186,1.2,2,3.2,0.076,0.7,0.1,0.8,1.4,3.6,8.7,0.417,0.9,2.8,0.338,2.7,5.9,0.455,0.472,0.8,1.2,0.719,1.4,3.2,4.5,5,0.9,0.3,2.2,2.5,9,0.232876712328767,-0.288888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12206",12205,1995,"Brian Shaw",28,78,9,23.5,10.4,0.468,0.192,0.033,0.114,0.075,0.29,0.02,0.007,0.256,0.168,-0.4,1.8,1.3,0.035,-1.9,-0.5,-2.5,-0.2,2.5,6.3,0.389,0.6,2.4,0.261,1.8,4,0.465,0.437,0.9,1.2,0.737,0.7,2.4,3.1,5.2,0.9,0.2,2.4,2.4,6.4,-0.288888888888889,0.0312499999999998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12727",12726,1996,"Brian Shaw",29,75,1,22.4,10.2,0.463,0.235,0.041,0.113,0.078,0.287,0.018,0.005,0.244,0.191,-1,1.6,0.6,0.018,-2.8,-0.8,-3.6,-0.7,2.4,6.5,0.374,0.5,1.9,0.285,1.9,4.6,0.412,0.417,1.2,1.5,0.798,0.8,2.2,3,4.5,0.8,0.1,2.3,2.1,6.6,0.0312499999999998,0.0909090909090911,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13311",13310,1997,"Brian Shaw",30,77,31,24.2,10.4,0.478,0.271,0.029,0.095,0.061,0.278,0.019,0.011,0.227,0.185,-0.6,1.7,1.1,0.029,-2.2,-0.6,-2.8,-0.4,2.5,6.7,0.366,0.8,2.5,0.325,1.6,4.2,0.391,0.427,1.4,1.8,0.793,0.6,1.9,2.5,4.1,0.9,0.3,2.2,2.6,7.2,0.0909090909090911,-0.125,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15414",15413,2001,"Brian Shaw",34,80,28,22.9,10.9,0.479,0.156,0.03,0.156,0.094,0.204,0.014,0.01,0.181,0.131,1.2,1.4,2.5,0.067,-1.2,-0.1,-1.3,0.3,2,5.1,0.399,0.5,1.7,0.311,1.5,3.5,0.442,0.45,0.6,0.8,0.797,0.6,3.2,3.8,3.2,0.6,0.3,1.2,2,5.3,0.292682926829268,-0.452830188679245,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15921",15920,2002,"Brian Shaw",35,58,0,10.9,11.8,0.458,0.15,0.034,0.161,0.098,0.202,0.021,0.003,0.148,0.154,0.3,0.9,1.2,0.089,-1.1,0.2,-0.9,0.2,1.1,3,0.353,0.5,1.5,0.33,0.6,1.5,0.376,0.436,0.3,0.4,0.692,0.3,1.6,1.9,1.5,0.4,0.1,0.6,0.7,2.9,-0.452830188679245,0.206896551724138,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20260",20259,2010,"Brook Lopez",21,82,82,36.9,20.1,0.57,0.451,0.099,0.175,0.135,0.118,0.01,0.034,0.131,0.236,5.5,2.4,7.9,0.125,1.1,0.8,1.9,3,6.9,13.8,0.499,0,0,0,6.9,13.7,0.5,0.499,5.1,6.2,0.817,3.3,5.4,8.6,2.3,0.7,1.7,2.5,3.1,18.8,0.446153846153846,0.0851063829787233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23847",23846,2016,"Brook Lopez",27,73,73,33.7,21.7,0.562,0.348,0.092,0.172,0.131,0.108,0.012,0.041,0.116,0.273,4.5,1.7,6.2,0.121,1.1,0.2,1.3,2.1,8.1,15.8,0.511,0,0.2,0.143,8.1,15.7,0.515,0.512,4.3,5.5,0.787,2.8,5.1,7.8,2,0.8,1.7,2.4,2.9,20.6,0.197674418604651,-0.00485436893203894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7490",7489,1984,"Brook Steppe",24,61,13,14,13.9,0.559,0.513,0.056,0.102,0.079,0.132,0.019,0.004,0.177,0.225,0.5,0.9,1.3,0.074,-1.9,-1.1,-3,-0.2,2.4,5.1,0.471,0,0,0,2.4,5.1,0.476,0.471,2.2,2.6,0.832,0.7,1.3,2,1.3,0.6,0.1,1.4,1.5,7,0.75,-0.328571428571429,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15013",15012,2001,"Bruce Bowen",29,82,72,32.7,8.1,0.478,0.277,0.02,0.088,0.054,0.082,0.017,0.015,0.102,0.131,0.5,3.7,4.2,0.075,-1.4,1.8,0.4,1.6,2.6,7.1,0.363,1.3,3.7,0.336,1.3,3.3,0.394,0.452,1.2,2,0.609,0.5,2.4,3,1.6,1,0.6,0.9,3.3,7.6,1.71428571428571,-0.0789473684210525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"15559",15558,2002,"Bruce Bowen",30,59,59,28.8,8.2,0.468,0.241,0.029,0.079,0.055,0.081,0.019,0.01,0.13,0.139,-0.3,2.2,1.9,0.054,-1.5,1.5,-0.1,0.8,2.6,6.7,0.389,0.9,2.5,0.378,1.7,4.2,0.396,0.46,0.8,1.6,0.479,0.7,2,2.7,1.5,1.1,0.4,1.1,2,7,-0.0789473684210525,0.0142857142857142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"16052",16051,2003,"Bruce Bowen",31,82,82,31.3,9.1,0.563,0.186,0.028,0.078,0.054,0.068,0.014,0.011,0.122,0.107,2.4,2.7,5.1,0.096,0.3,1.2,1.5,2.3,2.7,5.8,0.466,1.2,2.8,0.441,1.5,3,0.488,0.571,0.4,1.1,0.404,0.7,2.2,2.9,1.4,0.8,0.5,0.9,2.4,7.1,0.0142857142857142,-0.0281690140845069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"16550",16549,2004,"Bruce Bowen",32,82,82,32,8.2,0.512,0.227,0.019,0.088,0.054,0.067,0.017,0.009,0.14,0.113,0.8,4.6,5.4,0.098,-1.5,2.5,1,2,2.6,6.1,0.42,0.9,2.6,0.363,1.6,3.5,0.462,0.497,0.8,1.4,0.579,0.5,2.5,3.1,1.4,1,0.4,1.1,2,6.9,-0.0281690140845069,0.188405797101449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"17141",17140,2005,"Bruce Bowen",33,82,82,32,9.5,0.521,0.187,0.022,0.105,0.063,0.075,0.011,0.011,0.081,0.125,2.1,4,6.1,0.111,-0.6,1.8,1.1,2.1,3.1,7.3,0.42,1.2,3.1,0.403,1.8,4.2,0.432,0.505,0.9,1.4,0.634,0.6,2.9,3.5,1.5,0.7,0.5,0.7,2.1,8.2,0.188405797101449,-0.0853658536585366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"17731",17730,2006,"Bruce Bowen",34,82,82,33.6,9.1,0.54,0.157,0.015,0.119,0.069,0.068,0.016,0.008,0.105,0.111,1.7,4.5,6.2,0.108,-0.6,2.6,1.9,2.7,2.8,6.5,0.433,1.3,3,0.424,1.6,3.5,0.44,0.53,0.6,1,0.607,0.4,3.5,3.9,1.5,1,0.4,0.8,2.3,7.5,-0.0853658536585366,-0.173333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18282",18281,2007,"Bruce Bowen",35,82,82,30,7.1,0.511,0.156,0.012,0.094,0.055,0.07,0.013,0.007,0.115,0.109,0.4,3.6,4.1,0.079,-1.4,1.9,0.5,1.5,2.3,5.7,0.405,1.1,2.8,0.384,1.2,2.9,0.426,0.5,0.5,0.9,0.589,0.3,2.4,2.7,1.4,0.8,0.3,0.8,2.1,6.2,-0.173333333333333,-0.0322580645161291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18806",18805,2008,"Bruce Bowen",36,81,81,30.2,7,0.527,0.161,0.016,0.096,0.056,0.055,0.012,0.007,0.091,0.099,0.9,3.4,4.4,0.085,-1.6,2.1,0.4,1.5,2.1,5.3,0.407,1.1,2.7,0.419,1,2.6,0.394,0.512,0.6,0.9,0.652,0.4,2.5,2.9,1.1,0.7,0.3,0.6,2.2,6,-0.0322580645161291,-0.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13256",13255,1997,"Bryant Reeves",23,75,75,37,14.4,0.523,0.3,0.072,0.185,0.128,0.108,0.006,0.018,0.131,0.223,1.4,1,2.4,0.042,-1.8,-1.2,-3,-0.7,6.6,13.7,0.486,0,0.1,0.091,6.6,13.5,0.49,0.486,2.9,4.1,0.704,2.3,5.8,8.1,2.1,0.4,0.9,2.3,3.6,16.2,0.218045112781955,0.00617283950617287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"12227",12226,1995,"Bryant Stith",24,81,51,28.8,14.4,0.567,0.49,0.05,0.087,0.069,0.102,0.021,0.006,0.12,0.177,3.8,1.8,5.6,0.115,0.5,-0.2,0.3,1.3,3.9,8.2,0.472,0.2,0.8,0.294,3.6,7.3,0.492,0.487,3.3,4,0.824,1.2,2.1,3.3,1.9,1.1,0.2,1.4,1.8,11.2,-0.104,0.214285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12756",12755,1996,"Bryant Stith",25,82,77,34.3,13.9,0.519,0.416,0.051,0.113,0.082,0.138,0.021,0.004,0.127,0.196,2.7,2.5,5.2,0.089,0,0.2,0.2,1.6,4.6,11.1,0.416,0.5,1.8,0.277,4.1,9.3,0.443,0.439,3.9,4.6,0.844,1.5,3.4,4.9,2.9,1.4,0.2,1.9,2.3,13.6,0.214285714285714,0.0955882352941178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14895",14894,2000,"Bryant Stith",29,45,6,15.4,13.8,0.568,0.407,0.036,0.097,0.066,0.137,0.013,0.012,0.129,0.161,1.2,0.4,1.6,0.11,0.1,-1.3,-1.2,0.1,1.9,4.2,0.455,0.4,1.2,0.304,1.5,3,0.519,0.5,1.4,1.7,0.831,0.5,1.4,1.9,1.4,0.4,0.3,0.7,1.2,5.6,-0.2,0.732142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15431",15430,2001,"Bryant Stith",30,78,74,32.1,11.7,0.538,0.339,0.029,0.107,0.066,0.112,0.019,0.004,0.114,0.144,3.1,1.7,4.8,0.093,-0.1,-0.4,-0.5,1,3.1,7.8,0.401,1.2,3.1,0.376,2,4.7,0.417,0.475,2.2,2.7,0.845,0.8,2.8,3.6,2.2,1.2,0.2,1.2,2.3,9.7,0.732142857142857,-0.56701030927835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15102",15101,2001,"Bryce Drew",26,48,41,27.2,7.9,0.45,0.058,0.011,0.054,0.031,0.24,0.013,0.002,0.169,0.144,-0.3,-0.1,-0.4,-0.015,-3,-3.8,-6.8,-1.6,2.6,6.8,0.379,0.8,2.2,0.381,1.8,4.6,0.378,0.44,0.3,0.4,0.737,0.2,1.2,1.4,3.9,0.7,0.1,1.4,2.1,6.3,0.0862068965517242,-0.46031746031746,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12195",12194,1995,"Bryon Russell",24,63,15,13.7,11,0.507,0.391,0.067,0.134,0.102,0.057,0.029,0.01,0.131,0.169,0.1,1.3,1.4,0.079,-1.5,1.1,-0.4,0.3,1.7,3.8,0.437,0.2,0.7,0.295,1.4,3.1,0.469,0.464,1,1.5,0.667,0.7,1.5,2.2,0.5,0.8,0.2,0.7,1.6,4.5,-0.1,-0.355555555555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12714",12713,1996,"Bryon Russell",25,59,9,9.8,10,0.507,0.472,0.061,0.128,0.096,0.072,0.027,0.012,0.174,0.165,0,0.8,0.8,0.064,-2,1,-1,0.1,0.9,2.4,0.394,0.2,0.7,0.35,0.7,1.7,0.412,0.444,0.8,1.1,0.716,0.5,1.1,1.5,0.5,0.5,0.1,0.6,1.1,2.9,-0.355555555555556,2.72413793103448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13294",13293,1997,"Bryon Russell",26,81,81,31.2,13.7,0.6,0.394,0.041,0.118,0.082,0.073,0.027,0.009,0.114,0.151,3.9,3.4,7.4,0.14,2.4,1.5,3.9,3.7,3.7,7.7,0.479,1.3,3.3,0.409,2.3,4.4,0.531,0.566,2.1,3,0.701,1,3.1,4.1,1.5,1.6,0.3,1.2,2.9,10.8,2.72413793103448,-0.166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
