"","X","Year","Player","Age","G","GS","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Improvement","NextSeasonChange","PG","SG","SF","C","LAL","PHO","TOT","DAL","IND","HOU","CHI","ORL","POR","PHI","NJN","UTA","DET","BOS","ATL","GSW","NYK","DEN","MIN","CHA","LAC","SDC","SEA","NOH","NOP","BRK","CLE","CHH","MIA","MIL","SAS","TOR","WAS","OKC","SAC","MEM","WSB","KCK","VAN","NOK"
"15492",15491,2001,"Shammond Williams",25,69,6,17.9,15.4,0.569,0.261,0.032,0.09,0.061,0.242,0.013,0.002,0.167,0.179,2.6,0.3,2.9,0.112,1.6,-2.7,-1.1,0.3,2.3,5.3,0.438,0.9,1.9,0.459,1.4,3.4,0.426,0.52,1.2,1.4,0.875,0.5,1.4,1.9,2.8,0.4,0.1,1.2,1.2,6.8,0.307692307692308,-0.352941176470588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15996",15995,2002,"Shammond Williams",26,50,2,12.1,14.3,0.526,0.202,0.032,0.09,0.062,0.21,0.019,0.003,0.143,0.189,0.8,0.3,1.2,0.095,0.3,-2.2,-1.9,0,1.6,3.9,0.42,0.6,1.5,0.373,1.1,2.4,0.449,0.492,0.6,0.8,0.795,0.3,0.9,1.3,1.7,0.4,0,0.7,0.7,4.4,-0.352941176470588,0.818181818181818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16477",16476,2003,"Shammond Williams",27,78,11,24.1,12.4,0.503,0.176,0.014,0.093,0.052,0.254,0.022,0.003,0.154,0.179,1.1,2,3.1,0.078,-0.8,-1.3,-2.1,0,2.9,7.4,0.394,1.2,3.3,0.356,1.7,4.1,0.425,0.474,1,1.3,0.765,0.3,1.9,2.2,3.4,1,0.1,1.5,1.8,8,0.818181818181818,-0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13428",13427,1998,"Shandon Anderson",24,82,2,19.5,15.7,0.586,0.37,0.071,0.103,0.088,0.094,0.022,0.008,0.135,0.195,2.9,1.4,4.2,0.127,1.2,-0.5,0.7,1.1,3.3,6.1,0.538,0.1,0.4,0.219,3.2,5.7,0.56,0.545,1.7,2.3,0.735,1,1.7,2.8,1.1,0.8,0.2,1.1,1.8,8.3,0.406779661016949,0.0240963855421685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13971",13970,1999,"Shandon Anderson",25,50,2,21.4,12.8,0.511,0.344,0.06,0.088,0.075,0.097,0.02,0.007,0.136,0.216,0.7,1.3,2,0.088,-1.1,-0.2,-1.4,0.2,3.2,7.3,0.446,0.3,0.8,0.341,3,6.4,0.46,0.466,1.8,2.5,0.712,1,1.7,2.6,1.1,0.8,0.2,1.3,1.8,8.5,0.0240963855421685,0.447058823529412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14482",14481,2000,"Shandon Anderson",26,82,82,32.9,13.8,0.567,0.325,0.039,0.119,0.08,0.143,0.018,0.008,0.179,0.176,3,1.9,4.9,0.087,0.7,0.2,0.9,2,4.5,9.5,0.473,1,2.7,0.351,3.5,6.7,0.523,0.524,2.4,3.1,0.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,2.2,12.3,0.447058823529412,-0.292682926829268,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14981",14980,2001,"Shandon Anderson",27,82,82,29.2,11.9,0.528,0.319,0.036,0.123,0.08,0.125,0.018,0.012,0.163,0.154,1.9,2,3.9,0.078,-0.2,0.8,0.6,1.6,3.2,7.2,0.446,0.6,2.1,0.271,2.6,5.1,0.517,0.485,1.7,2.3,0.734,0.9,3.2,4.1,2.3,1,0.5,1.6,2.5,8.7,-0.292682926829268,-0.425287356321839,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15520",15519,2002,"Shandon Anderson",28,82,6,19.5,8,0.489,0.287,0.041,0.139,0.09,0.077,0.016,0.007,0.188,0.151,-0.9,1.3,0.4,0.013,-3.2,0.4,-2.9,-0.3,1.8,4.5,0.399,0.5,1.7,0.277,1.3,2.8,0.474,0.452,0.9,1.3,0.692,0.7,2.3,3,0.9,0.6,0.2,1.2,1.6,5,-0.425287356321839,0.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16021",16020,2003,"Shandon Anderson",29,82,9,21.1,13.4,0.553,0.354,0.042,0.132,0.086,0.083,0.022,0.008,0.155,0.196,1.2,1.4,2.7,0.074,-0.6,-0.2,-0.8,0.5,3,6.5,0.462,0.6,1.7,0.371,2.4,4.8,0.494,0.51,1.7,2.3,0.732,0.8,2.3,3.1,1.1,0.9,0.2,1.4,2.2,8.4,0.68,-0.0595238095238095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16500",16499,2004,"Shandon Anderson",30,80,37,24.7,10.1,0.5,0.285,0.031,0.097,0.065,0.102,0.018,0.007,0.157,0.177,0.2,1.5,1.7,0.042,-1.6,-0.1,-1.7,0.1,3,7,0.422,0.4,1.6,0.281,2.5,5.5,0.463,0.454,1.5,2,0.764,0.7,2.1,2.8,1.5,0.8,0.2,1.5,2.3,7.9,-0.0595238095238095,-0.506329113924051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17090",17089,2005,"Shandon Anderson",31,66,5,17.7,9,0.518,0.304,0.043,0.144,0.095,0.087,0.018,0.009,0.169,0.118,0.5,1.6,2.1,0.085,-2.5,1.4,-1,0.3,1.5,3.3,0.452,0.1,0.4,0.172,1.4,2.8,0.495,0.463,0.8,1,0.818,0.6,2.3,2.9,1.1,0.6,0.2,0.8,2.1,3.9,-0.506329113924051,-0.333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16037",16036,2003,"Shane Battier",24,78,47,30.6,15,0.597,0.255,0.061,0.101,0.081,0.068,0.022,0.025,0.097,0.132,4.8,1.5,6.2,0.126,2.4,1.2,3.6,3.4,3.5,7.3,0.483,1.1,2.8,0.398,2.4,4.5,0.535,0.559,1.5,1.9,0.828,1.6,2.8,4.4,1.3,1.3,1.1,0.9,2.7,9.7,-0.326388888888889,-0.123711340206185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"16527",16526,2004,"Shane Battier",25,79,1,24.6,15.3,0.544,0.302,0.059,0.118,0.088,0.084,0.027,0.022,0.083,0.155,3.5,2.3,5.9,0.145,1.7,1.6,3.3,2.6,3.1,6.9,0.446,0.8,2.4,0.349,2.2,4.5,0.496,0.506,1.5,2.1,0.732,1.3,2.5,3.8,1.3,1.3,0.7,0.7,2.4,8.5,-0.123711340206185,0.164705882352941,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17122",17121,2005,"Shane Battier",26,80,72,31.4,14.8,0.555,0.372,0.076,0.121,0.098,0.083,0.02,0.024,0.095,0.148,4.4,3.4,7.8,0.149,1.3,2.4,3.7,3.6,3.4,7.7,0.442,0.9,2.2,0.395,2.5,5.5,0.461,0.499,2.2,2.8,0.789,2,3.2,5.2,1.6,1.1,1,0.9,2.5,9.9,0.164705882352941,0.0202020202020201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"17708",17707,2006,"Shane Battier",27,81,81,35,14.7,0.574,0.335,0.071,0.112,0.092,0.082,0.018,0.032,0.112,0.137,4.6,4.5,9.1,0.153,0.9,3.1,4,4.3,3.7,7.7,0.488,0.8,2,0.394,2.9,5.6,0.522,0.54,1.8,2.6,0.707,2,3.3,5.3,1.7,1.1,1.4,1.1,2.8,10.1,0.0202020202020201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"18263",18262,2007,"Shane Battier",28,82,82,36.4,12,0.589,0.173,0.026,0.104,0.065,0.092,0.014,0.015,0.093,0.121,4.4,4.6,9,0.144,0.8,2.5,3.3,4,3.6,8,0.446,1.9,4.5,0.421,1.6,3.4,0.48,0.567,1.1,1.4,0.779,0.8,3.3,4.1,2.1,1,0.7,0.9,2.3,10.1,0,-0.0792079207920791,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18787",18786,2008,"Shane Battier",29,80,78,36.3,11.7,0.561,0.163,0.052,0.105,0.079,0.08,0.014,0.023,0.105,0.117,3.6,4.6,8.2,0.135,0.8,3,3.8,4.3,3.3,7.7,0.428,1.7,4.6,0.377,1.6,3.1,0.504,0.54,0.9,1.3,0.743,1.6,3.5,5.1,1.9,1,1.1,1,2.5,9.3,-0.0792079207920791,-0.21505376344086,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19383",19382,2009,"Shane Battier",30,60,59,33.9,10.7,0.568,0.189,0.031,0.129,0.082,0.1,0.013,0.019,0.113,0.099,2.3,2.9,5.2,0.123,0.4,3,3.4,2.8,2.4,5.9,0.41,1.5,4,0.384,0.9,2,0.462,0.538,0.9,1.1,0.821,0.9,3.9,4.8,2.3,0.8,0.9,0.8,1.9,7.3,-0.21505376344086,0.095890410958904,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19961",19960,2010,"Shane Battier",31,67,62,32.4,11.1,0.541,0.237,0.038,0.131,0.082,0.109,0.012,0.026,0.115,0.114,2.2,2.1,4.3,0.095,0.1,1.9,2.1,2.2,2.7,6.7,0.398,1.5,4.2,0.362,1.1,2.5,0.458,0.511,1.1,1.6,0.726,1.1,3.6,4.7,2.4,0.8,1.1,1,2.1,8,0.095890410958904,-0.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20554",20553,2011,"Shane Battier",32,82,59,29,12.3,0.567,0.183,0.044,0.137,0.09,0.111,0.015,0.024,0.126,0.117,2.9,2.2,5.1,0.103,0.7,1.8,2.5,2.7,2.8,6.2,0.45,1.2,3.3,0.382,1.5,3,0.525,0.55,0.8,1.1,0.688,1.1,3.5,4.5,2.3,0.8,1,1,1.9,7.6,-0.05,-0.368421052631579,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21164",21163,2012,"Shane Battier",33,65,10,23.1,9.7,0.504,0.127,0.046,0.077,0.062,0.08,0.022,0.018,0.107,0.107,1.2,2.1,3.3,0.104,0.2,1.5,1.7,1.4,1.7,4.5,0.387,1,2.8,0.339,0.8,1.7,0.468,0.493,0.4,0.6,0.622,0.9,1.5,2.4,1.3,1,0.5,0.6,1.6,4.8,-0.368421052631579,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"21723",21722,2013,"Shane Battier",34,72,20,24.8,10.7,0.623,0.105,0.027,0.084,0.057,0.057,0.012,0.025,0.082,0.11,2.8,1.6,4.4,0.119,2,0,2,1.8,2.1,5,0.42,1.9,4.4,0.43,0.2,0.6,0.348,0.608,0.4,0.5,0.842,0.5,1.8,2.3,1,0.6,0.8,0.5,2.1,6.6,0.375,-0.378787878787879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"23202",23201,2015,"Shane Larkin",22,76,22,24.5,10.9,0.504,0.181,0.017,0.094,0.054,0.194,0.026,0.004,0.151,0.136,0.8,0.9,1.7,0.045,-1.6,-0.7,-2.4,-0.2,2.5,5.7,0.433,0.5,1.5,0.302,2,4.2,0.481,0.473,0.8,1,0.782,0.4,1.9,2.3,3,1.2,0.1,1.1,2,6.2,1.21428571428571,0.17741935483871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20006",20005,2010,"Shannon Brown",24,82,7,20.7,12.4,0.517,0.204,0.02,0.1,0.06,0.099,0.017,0.014,0.094,0.188,1.1,2.3,3.4,0.096,-1.3,-0.1,-1.4,0.3,3.1,7.2,0.427,0.8,2.3,0.328,2.3,4.9,0.474,0.48,1.2,1.5,0.818,0.4,1.9,2.2,1.3,0.7,0.4,0.8,1.6,8.1,0.928571428571428,0.074074074074074,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20600",20599,2011,"Shannon Brown",25,82,0,19.1,13.6,0.518,0.157,0.026,0.085,0.057,0.1,0.023,0.008,0.098,0.222,1.1,1.9,3.1,0.093,-0.6,-1.1,-1.7,0.1,3.3,7.8,0.425,0.9,2.6,0.349,2.4,5.3,0.462,0.482,1.1,1.2,0.911,0.4,1.5,1.9,1.2,0.8,0.2,0.9,1.5,8.7,0.074074074074074,0.264367816091954,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21196",21195,2012,"Shannon Brown",26,59,19,23.7,13.6,0.507,0.166,0.031,0.095,0.063,0.081,0.016,0.008,0.091,0.228,0.8,0.8,1.6,0.054,0,-1.3,-1.3,0.2,4.3,10.1,0.42,1.2,3.2,0.362,3.1,6.9,0.446,0.477,1.4,1.7,0.808,0.6,2,2.7,1.2,0.7,0.3,1.1,1.1,11,0.264367816091954,-0.0454545454545454,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11686",11685,1994,"Shaquille O'Neal*",21,81,81,39.8,28.5,0.605,0.534,0.135,0.237,0.187,0.11,0.012,0.045,0.102,0.29,12.1,4.8,16.9,0.252,5.4,1.2,6.6,7.1,11.8,19.6,0.599,0,0,0,11.8,19.6,0.6,0.599,5.8,10.5,0.554,4.7,8.5,13.2,2.4,0.9,2.9,2.7,3.5,29.3,0.252136752136752,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12137",12136,1995,"Shaquille O'Neal*",22,79,79,37,28.6,0.588,0.536,0.133,0.217,0.176,0.133,0.013,0.045,0.094,0.319,9.6,4.4,14,0.23,4.5,0.9,5.4,5.4,11.8,20.2,0.583,0,0.1,0,11.8,20.1,0.585,0.583,5.8,10.8,0.533,4.2,7.3,11.4,2.7,0.9,2.4,2.6,3.3,29.3,0,-0.0921501706484641,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12634",12633,1996,"Shaquille O'Neal*",23,54,52,36,26.4,0.57,0.495,0.111,0.242,0.178,0.159,0.009,0.044,0.11,0.328,3.9,3,6.9,0.171,2.3,1.1,3.5,2.7,11,19.1,0.573,0,0,0.5,10.9,19.1,0.573,0.574,4.6,9.5,0.487,3.4,7.7,11,2.9,0.6,2.1,2.9,3.6,26.6,-0.0921501706484641,-0.0150375939849625,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14807",14806,2000,"Shaquille O'Neal*",27,79,79,40,30.6,0.578,0.495,0.115,0.248,0.183,0.193,0.006,0.053,0.099,0.312,11.7,7,18.6,0.283,6.2,3.5,9.7,9.3,12.1,21.1,0.574,0,0,0,12.1,21.1,0.575,0.574,5.5,10.4,0.524,4.3,9.4,13.6,3.8,0.5,3,2.8,3.2,29.7,0.129277566539924,-0.0336700336700336,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15331",15330,2001,"Shaquille O'Neal*",28,74,74,39.5,30.2,0.574,0.684,0.113,0.248,0.181,0.188,0.008,0.049,0.105,0.316,11.1,3.9,14.9,0.245,5.7,1.6,7.3,6.8,11,19.2,0.572,0,0,0,11,19.2,0.573,0.572,6.7,13.1,0.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7,-0.0336700336700336,-0.0522648083623694,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13417",13416,1998,"Shareef Abdur-Rahim",21,82,82,36,21.1,0.562,0.475,0.089,0.138,0.113,0.135,0.016,0.018,0.136,0.284,6.3,0.6,6.9,0.113,2.6,-1.4,1.2,2.3,8,16.4,0.485,0.3,0.6,0.412,7.7,15.8,0.488,0.493,6.1,7.8,0.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3,0.192513368983957,0.0313901345291479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13964",13963,1999,"Shareef Abdur-Rahim",22,50,50,40.4,20.7,0.53,0.492,0.065,0.154,0.109,0.176,0.018,0.02,0.146,0.289,3.7,0.9,4.6,0.108,1.9,-0.3,1.7,1.8,7.7,17.9,0.432,0.2,0.7,0.306,7.5,17.1,0.438,0.438,7.4,8.8,0.841,2.3,5.2,7.5,3.4,1.4,1.1,3.7,2.7,23,0.0313901345291479,-0.117391304347826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"14474",14473,2000,"Shareef Abdur-Rahim",23,82,82,39.3,20.2,0.547,0.431,0.08,0.227,0.153,0.155,0.015,0.019,0.141,0.25,6.2,2.6,8.8,0.132,1.8,0.5,2.3,3.5,7.2,15.6,0.465,0.4,1.2,0.302,6.9,14.4,0.478,0.477,5.4,6.7,0.809,2.7,7.4,10.1,3.3,1.1,1.1,3,3,20.3,-0.117391304347826,0.00985221674876846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"14970",14969,2001,"Shareef Abdur-Rahim",24,81,81,40,19.1,0.549,0.415,0.062,0.196,0.13,0.143,0.015,0.016,0.132,0.246,5.6,2.9,8.5,0.126,1.3,0.9,2.2,3.5,7.5,15.8,0.472,0.1,0.8,0.188,7.3,15,0.487,0.477,5.5,6.6,0.834,2.2,6.9,9.1,3.1,1.1,1,2.9,2.9,20.5,0.00985221674876846,0.0341463414634147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"15509",15508,2002,"Shareef Abdur-Rahim",25,77,77,38.7,19.8,0.536,0.403,0.076,0.192,0.133,0.151,0.017,0.02,0.141,0.27,4.1,3.1,7.2,0.116,1.2,0.8,2,3,7.8,16.8,0.461,0.3,0.9,0.3,7.5,15.9,0.47,0.469,5.4,6.8,0.801,2.6,6.5,9,3.1,1.3,1.1,3.2,2.8,21.2,0.0341463414634147,-0.0613207547169812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16008",16007,2003,"Shareef Abdur-Rahim",26,81,81,38.1,19.9,0.566,0.457,0.067,0.178,0.125,0.147,0.015,0.009,0.13,0.242,7.4,2.3,9.7,0.151,2.1,-0.4,1.7,2.8,7,14.6,0.478,0.3,0.7,0.35,6.7,13.9,0.485,0.487,5.6,6.7,0.841,2.2,6.2,8.4,3,1.1,0.5,2.6,3,19.9,-0.0613207547169812,-0.180904522613065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16491",16490,2004,"Shareef Abdur-Rahim",27,85,56,31.6,19.9,0.557,0.407,0.082,0.19,0.136,0.123,0.014,0.01,0.129,0.244,6.1,2,8.1,0.145,1.3,-1,0.3,1.6,5.9,12.4,0.475,0.1,0.4,0.265,5.8,12,0.482,0.48,4.4,5,0.869,2.2,5.3,7.5,2,0.8,0.4,2.2,2.6,16.3,-0.180904522613065,0.0306748466257669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17077",17076,2005,"Shareef Abdur-Rahim",28,54,49,34.6,18.7,0.581,0.379,0.079,0.16,0.121,0.107,0.014,0.01,0.13,0.221,3.9,1.5,5.4,0.139,1.4,-0.5,0.8,1.3,6.2,12.4,0.503,0.3,0.7,0.385,6,11.7,0.51,0.514,4.1,4.7,0.866,2.3,5,7.3,2.1,0.9,0.5,2.2,2.8,16.8,0.0306748466257669,-0.267857142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17663",17662,2006,"Shareef Abdur-Rahim",29,72,30,27.2,17.2,0.588,0.44,0.064,0.148,0.106,0.132,0.013,0.016,0.125,0.201,4,2.2,6.2,0.152,0.4,0.4,0.9,1.4,4.6,8.8,0.525,0.1,0.3,0.227,4.5,8.5,0.536,0.529,3,3.9,0.784,1.5,3.5,5,2.1,0.7,0.6,1.5,3.2,12.3,-0.267857142857143,-0.195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"12835",12834,1996,"Sharone Wright",23,57,38,25.2,15.1,0.53,0.506,0.117,0.172,0.144,0.048,0.011,0.025,0.148,0.228,0.6,0.7,1.3,0.043,-2.9,-2.1,-5,-1.1,4.4,9,0.484,0,0.1,0.333,4.3,8.9,0.485,0.485,2.9,4.5,0.645,2.6,3.6,6.2,0.7,0.5,0.9,1.9,2.9,11.6,0.0175438596491226,-0.439655172413793,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21451",21450,2012,"Shaun Livingston",26,58,27,18.8,11,0.52,0.292,0.038,0.087,0.062,0.166,0.013,0.014,0.178,0.15,0.7,0.6,1.3,0.055,-2.4,-0.3,-2.7,-0.2,2.2,4.7,0.469,0,0.1,0.667,2.2,4.6,0.466,0.472,1.1,1.4,0.785,0.7,1.4,2.1,2.1,0.5,0.3,1.1,1.4,5.5,-0.166666666666667,0.145454545454546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"21998",21997,2013,"Shaun Livingston",27,66,16,22,13,0.536,0.283,0.024,0.104,0.062,0.232,0.017,0.017,0.163,0.143,1.7,0.9,2.6,0.086,-1.7,-0.1,-1.8,0.1,2.5,5.2,0.48,0,0.1,0,2.5,5.2,0.485,0.48,1.3,1.5,0.867,0.5,1.9,2.4,3.3,0.7,0.5,1.2,1.9,6.3,0.145454545454546,0.317460317460318,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22604",22603,2014,"Shaun Livingston",28,76,54,26,14.5,0.551,0.392,0.041,0.108,0.075,0.201,0.025,0.013,0.155,0.161,2.6,1.8,4.4,0.108,-0.5,1.1,0.6,1.3,3.1,6.4,0.483,0,0.1,0.167,3.1,6.3,0.486,0.484,2.1,2.5,0.827,0.9,2.4,3.2,3.2,1.2,0.4,1.4,2.3,8.3,0.317460317460318,-0.289156626506024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23218",23217,2015,"Shaun Livingston",29,78,2,18.8,12.9,0.529,0.23,0.033,0.1,0.067,0.242,0.016,0.01,0.19,0.159,1.5,1.8,3.3,0.107,-2.1,0.4,-1.7,0.1,2.5,5.1,0.5,0,0,0,2.5,5.1,0.503,0.5,0.8,1.2,0.714,0.6,1.8,2.3,3.3,0.6,0.3,1.3,1.4,5.9,-0.289156626506024,0.0677966101694913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23845",23844,2016,"Shaun Livingston",30,78,3,19.5,13.8,0.581,0.245,0.032,0.085,0.06,0.21,0.018,0.013,0.157,0.142,2.9,1.7,4.6,0.145,-0.6,0.1,-0.5,0.6,2.6,4.9,0.536,0,0.2,0.167,2.6,4.7,0.548,0.538,1,1.2,0.86,0.5,1.6,2.2,3,0.7,0.3,1,1.8,6.3,0.0677966101694913,-0.19047619047619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
